id,博主名称,标题,正文内容,发布时间,点赞,收藏,评论,作者类型,叙述视角,内容主类型,是否涉及就医流程,是否涉及药物治疗,是否涉及共病/鉴别诊断,学习受影响,工作受影响,人际关系受影响,生活管理受影响,情绪管理受影响,是否直接引导自我判断,是否存在强共鸣式表达,是否提醒不要互联网诊断,是否建议寻求专业评估/医院就诊,是否提到早发性,是否提到跨情境性,是否提到持续性,是否提到功能损害,是否将普遍体验直接等同于ADHD,是否存在人格化/标签化/天赋化表达,是否存在商业导向,点赞数值,收藏数值,评论数值,作者类型标签,叙述视角标签,内容主类型标签,边界提醒
100,ADHD温暖备忘录,你从小被夸乖，其实在硬扛内向型ADHD,"你有没有这样的经历：
从小被夸「很乖、很安静」，上课却经常发呆、作业拖到最后一刻；
别人眼里你是「省心小孩」，你自己知道，大脑从来没停过。
这很可能就是——内向型 ADHD。
	
大家以为的 ADHD，是那种坐不住、爱插话、总惹事的小朋友。
但内向型 ADHD 完全不一样： 坐得住、不捣乱、配合度很高，很少给别人添麻烦，
看上去只是「慢热、安静」，实际上脑子一直在超载运转。
	
你可能会对号入座这些画面：
看着老师，其实在神游；
别人刚说两句，你已经在脑内演完小剧场；
任务总是拖到最后一刻一口气搞完；
对别人语气、表情非常敏感，一点变化就要反复回想；
晚上明明很累，却停不下来自我反省和批评。
	
为什么总被当成「性格内向/太胆小」？
因为大人只看「乖不乖、惹不惹事」，
不看「大脑有多费力」；
成绩还可以，就自动被判定为「没问题」；
尤其是女生，被期待安静、懂事、体贴，
多一点情绪和需求，就会被说成「矫情、想太多」。
	
久而久之，内向型 ADHD 很容易变成：
外表温和懂事，内心却长期自责，
总怀疑「是不是只有我是这样」「是不是我有问题」。
	
如果你看到这里，觉得有点像自己，
请记住： 你不是在装乖，只是太习惯不添麻烦；
你不是太敏感，你的大脑本来就更敏感；
你不是不够努力，而是一直在超负荷地努力。
	
如果你马上想到一个人：从小被夸乖、成绩不差，
却总爱发呆、很少表达需求—— 把这篇发给 TA。
也许这是 TA 第一次看到：
有人认真在解释，「原来，我可以不再只被叫做乖」。
#内向的孩子 #讨好型人格 #性格内向者 #孩子性格内向 #内向高敏者 #容易陷入自我否定 #内向的力量 #自我认同感 #否定型人格 #远离反驳型人格",2025-11-28,1926,805,67,2,2,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1926.0,805.0,67.0,心理咨询/心理科普账号,面向读者的科普/建议,症状共鸣/自我识别类,0
101,MOXO 注意力评估,‼️ADHD的冰山，你只看到了尖尖角🤌,"‼️注意力缺陷多动障碍（ADHD）
俗称“多动症”
这个被大众广泛知晓却又常常被误解的疾病
🪨如同冰山一般
其显露于水面上的部分
仅仅是其复杂面貌的一小部分🤌
	
👀我们常听到的
注意力不集中、多动、冲动
这些被大家认为是ADHD全部症状
其实只是冰山一角
是大众对ADHD的刻板印象
——大家眼中的ADHD
	
‼️而隐藏在水面之下
却潜藏着更为深远的影响和更广泛的症状表现
才是真正的ADHD——实际上的ADHD
	
🩷每周分享儿童与成人ADHD的实用知识！
关注我们，成长路上一起相伴~
	
#专注力培养 #孩子注意力不集中 #育儿干货",2024-09-13,178,203,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,178.0,203.0,2.0,商业/营销导向账号,面向读者的科普/建议,科普纠偏类,1
102,冈桑杰,adhd没有惹你们任何人,"adhd打瓦架枪老发呆怎么办。好无助，动起来精力就非常集中，只有一架枪就发呆。有没有什么办法解决一下？
#adhd #瓦罗兰特 #无畏契约 #集中注意力 #非正常人类 #虽然是神经病但没关系",4天前 德国,930,121,274,4,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,930.0,121.0,274.0,疑似患者/自述困扰者,第一人称亲历,患者生活经验/困境叙事类,0
103,soleil,ADHD能不能正常上小学其实在于智商,"我家小孩5岁9个月 幼儿园里一直不能正常学习或者集体活动  昨天带娃去医院测智商和专注力 智商是一对一的 需要排队半个多月 没有测上
专注力倒是测了 但是我个人觉得没有什么意义 因为题都是父母主观答的 任何一个人来回答那种问卷 结果都不可能是正常的
医生很忙 问诊的时间很短 看了那些报告说要结合智商一起才能有具体结论 一般如果智商没有明显偏低 虽然多动严重 也明年也可以正常上小学 但是如果智商偏低 医生建议我再推迟一年上学 她会给我开证明
其实对于孩子的问题 我早就麻木了 他只要身体健康不得大病 不要受很严重的伤 我就很满足了 至于学习啊 成才啊 我都无所谓
上图是医生给的日常管理表 我仔细看过觉得是有用的 但是我家孩子现阶段肯定没法做到 先分享给大家",2024-10-03,2028,2353,394,5,1,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2028.0,2353.0,394.0,普通泛生活博主,第一人称亲历,确诊/就医流程类,1
104,东东心理,ADHD拖延vs普通拖延,"拖延有时候是因为你无意识地把任务构想得太大、太模糊。比如“找工作”在脑子里就变成：投简历、写简历、被他人拒绝、拍写真……把这些一堆的困难堆在一起，直接让你的大脑宕机了！
	
任何人面对困难的时候都会进入逃避模式！
#女性成长 #ADHD #adhd的自救 #成人ADHD #如何找到人生目标 #ADHD情绪",2025-11-09,59,31,评论,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.0,31.0,,心理咨询/心理科普账号,面向读者的科普/建议,科普纠偏类,0
105,李安童,💘ADHD的重复自我刺激行为,"当我们谈到神经非典型群体，包括自闭症谱系障碍（ASD）和注意力缺陷多动症（ADHD）等条件的个体时，他们常常有一些重复性自我刺激行为（Stimming）
自我刺激行为的例子可能包括：
✅制造重复的声音
✅拍手、摆动手、前后摇晃
✅长时间注视刺激物
✅自言自语
✅旋转跳跃寻求身体上的刺激
以下是一些可以帮助个体有效调节他们的感觉体验的技巧和策略：
1️⃣感官玩具/fidget玩具：这些玩具提供触觉刺激，帮助个体重新引导他们的感觉关注。
2️⃣运动休息：鼓励在需要持续注意力的任务或活动期间定期休息。
3️⃣练习深呼吸和放松技巧：教个体深呼吸练习和放松技巧，以帮助他们平静神经系统，减少焦虑。这些技巧可以作为在某些情况下自我刺激行为的替代应对机制。
#ADHD#ADHD成人注意力缺失症多动症 #专注力 #多动症ADHD #adhd科普 #原来我有ADHD #Adhd自救 #ADHD改善方案 #女性ADHD #adhd确诊#自我提升 #心理 #科普 #提升专注力#自闭症 #ADHD情绪 #情绪管理 #ADHD干预",2024-09-17,1719,878,168,2,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719.0,878.0,168.0,心理咨询/心理科普账号,面向读者的科普/建议,共病/鉴别诊断类,0
106,天晴不愁不烂漫,adhd与脑雾现象有一定关联性,"adhd与脑雾关系:
	
1、相似的注意力问题。adhd与脑雾都涉及注意力障碍问题;
	
2、相似的认知功能受损。ADHD患者常常报告有认知功能下降的问题，如记忆力减退和思维迟缓，与脑雾的症状类似;
	
3、疲劳和压力。疲劳和压力是脑雾的常见诱因，而adhd患者会因为长期的注意力障碍和多动症状而感到 惫和压力，导致加剧脑雾的症状;
	
4、药物副作用。有时，治疗adhd及其并发症的药物可能会加剧导致脑雾样症状。
	
什么是脑雾?
	
脑雾(BrainFog)是一种非医学术语，用来描述一种暂时性的认知功能障碍。患有脑雾的人通常会感到注意力不集中、思维迟缓、记忆力减退以及缺乏清晰的思考能力。
	
脑雾的常见症状
	
精神极度疲劳、思维缓慢、健忘一一不如说完全没有在记任何东西，很难集中于你正在做的事情或你周围发生的事情(不是因为你被其他事情分心，而是大脑力不从心)
	
身体活动缓慢
	
很难找到语言来表达自己
	
难以理解的、不连贯或混乱的想法
	
粗心的/奇怪的错误，比如没有做饭却开着炉子，或者把钥匙放在冰箱里
	
下一条讲成因跟改善方法。
	
#孩子注意力不集中 #adhd症状 #ADHD",2024-10-22,546,427,34,2,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,546.0,427.0,34.0,心理咨询/心理科普账号,面向读者的科普/建议,共病/鉴别诊断类,0
107,海盐小姐,好像很多infp都有ADHD,"INFP和ADHD之间，存在着许多相似的特质：
	
🧠 想要的太多，能做的太少；
	
🌀 注意力总被内心的旋风带跑；
	
⏰ 时间感混乱，要么发呆三小时，要么在deadline前疯狂爆发；
	
🔄 情绪、感觉、想法缠成一团，像毛线球堵在胸口；
📱 该专注时总想刷手机，该休息时反而开始焦虑。
	
当INFP遇上ADHD，就像一只感官全开、内心戏丰富，却行动迟缓的软体生物，活在一个讲究效率、节奏和输出的世界里。
	
从心理学上看，ADHD是一种神经发育差异，影响了一个人的注意力控制、冲动控制和动机驱动。
	
而INFP的主导认知功能是Fi（内向情感）和Ne（外向直觉）——高度内省、思维发散、情绪驱动，这本身就与ADHD的某些机制天然重合。
	
换句话说，INFP的“内在构造”，就容易出现注意力跳跃、行动启动困难、做事靠情绪推动的情况。
	
也许很多INFP并未被确诊为ADHD，但他们都真实地经历过这种状态：
	
“我不是懒，也不是不想努力，但我真的动不起来。不是不想，是不能。”
	
如果你也经常在“高敏感-混乱-拖延-爆发”中循环，
请记住，不是你不够好，也不是你不够自律。
你只是还没找到适合自己神经节奏的生活方式。",2025-11-20,59,31,5,5,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,59.0,31.0,5.0,普通泛生活博主,面向读者的科普/建议,身份认同/人格化/天赋化表达类,0
108,A娃werwer大叫,ADHD BINGO,"按着自己的人生写的。。。你们中了几个呢
	
[完啦R]#adhd #adhd症状 #成人ADHD #J人的生活 #对抗焦虑症 #中了几个[投票]#",2025-09-16,1684,345,520,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1684.0,345.0,520.0,疑似患者/自述困扰者,第一人称亲历,症状共鸣/自我识别类,0
109,Fertile,因为你不是ADHD，所以你很难理解,"情绪洪流（Emotional Flooding）：情绪——如强烈的悲伤或愤怒——如同开闸泄洪一般瞬间淹没整个认知空间，导致个体暂时丧失换位思考与理性重估的能力。这一点在近十年的研究中才得以被重视，此前往往描述为复合抑郁或双相。
	
拒绝敏感性烦躁（Rejection Sensitive Dysphoria, RSD）：William Dodson描述为ADHDer对感知到的拒绝或批评的情绪反应强度远超神经典型人群，且这种反应极其猛烈。
	
情绪冲动性（Emotional Impulsivity）：对情绪刺激的反应过快过强，尚未经过认知评估就已经转化为行动。典型表现为非常直接，事后频繁后悔的言行。其本质是前额叶抑制控制的延迟。
	
奖赏缺陷综合征（Reward Deficiency Syndrome, RDS）：由Kenneth Blum描述为中脑边缘多巴胺奖赏通路功能低下，导致个体在正常日常活动中无法获得足够的奖赏信号，被迫通过各种高强度的刺激寻求行为（寻觅多巴胺）来补偿。这包括暴食，滥用，身体重复性行为（扣皮肤…）。
	
同时，还有延迟厌恶假说（Delay Aversion Hypothesis）：由Edmund Sonuga-Barke描述为动机异常不仅仅是奖赏感受减弱，更在于对延迟本身产生了一种厌恶性反应。等待的过程在患者大脑中被编码为一种负性情感状态。这解释了为什么ADHDer难以忍受长期反馈和无聊，同时它也在某种程度上强化了ADHDer对即时刺激的追寻，并激活了创造性。
	
当预期中的奖赏未能即时到来，ADHDer大脑产生的挫败信号远比神经典型人群强烈，因为延迟在其主观体验中被放大了，导致低挫折耐受力（Low Frustration Tolerance）
	
时间盲（Time Blindness）：ADHDer持续性地低估时间的流逝。其神经基础涉及内侧前额叶和基底节的多巴胺通路，这些结构本质上充当人体的内部时钟。因此，ADHDer很难遵守约定的时间，或判断当前时间，以及规律作息。
	
昼夜节律相位延迟（Circadian Phase Delay）：内源性褪黑素分泌峰值系统性地推迟约一个半小时，导致睡眠相位延迟（即晚睡晚起倾向）。
	
任务启动缺陷（Task Initiation Deficit）：从应该去做某事这一念头到实际启动行为之间，大脑无法生成足够的激活能量来跨越这一鸿沟。很多时候，这种拖延可以严重到连上厕所或洗澡等基本生理需求都被延误。
	
对立违抗性倾向（Oppositional Defiant Tendency）：前沿研究倾向于认为这种对抗性并非独立的障碍，而是ADHDer调节缺陷的直接下游表现。前额叶抑制不足以在情绪冲动和行为输出之间插入有效的缓冲区。",02-27 美国,8898,4231,662,2,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,8898.0,4231.0,662.0,心理咨询/心理科普账号,面向读者的科普/建议,症状共鸣/自我识别类,0
110,美国博士妈妈在硅谷,百分之99的人不知刘美贤居然是ADHD,"今天看到一篇美国的文章介绍，原来最近在美国大火 不论什么年龄层的美国人都很喜欢的华裔花样滑冰冠军 Alyss Liu刘美贤从小就被确认是ADHD（多动症）娃。
她经常无法完成作业，虽然学业不错。目前也在UCLA就读。
容易对做的事情丧失兴趣，情绪很容易高涨,容易注意力分散，被多巴胺支配。但是极富创造力和活力， 对喜欢的东西100%热情。
她是一个非常明显 让自己ADHD 特质助力自己成功，知道自己目标，有思想的女孩。同时极佳的心理健康状态！
#美国教育 #体育精神无国界 #ucla #冬奥会 #花样滑冰 #adhd #注意力分散 #奥运金牌#劉美賢 #竞技体育",02-23 美国,657,157,159,5,2,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,657.0,157.0,159.0,普通泛生活博主,面向读者的科普/建议,身份认同/人格化/天赋化表达类,0
111,李奶奶育儿,A娃的面部特征，真的超明显,"姐妹们！每天在诊室见几十波娃，我真的能秒 get 谁是 A 娃👶🏻 好多家长攥着报告问：“医生你咋一眼看出来的？” 其实秘密全在娃的 “小表情” 里！今天把压箱底的观察技巧分享给你们，早发现早引导，A 娃也能发光✨​
	
一、A 娃的「表情语言」太好认！​
❶ 眼神 “飘移” 比闪电还快​
普通娃对话能盯你 5-10 秒，A 娃最多 3 秒就 “离线”！可能你正说作业，他突然盯着窗外的鸟、墙上的贴纸，不是不礼貌，是大脑神经像堵车，注意力根本 “抓不住”🚗​
❷ 情绪切换堪比川剧变脸​
上一秒被批评还瘪嘴要哭，下一秒提 “玩游戏” 立刻眼睛亮成星星！别骂他 “没心没肺”，是冲动控制没跟上，面部肌肉比情绪先反应，根本藏不住情绪呀😭​
❸ 小动作多到停不下来​
说话时眨眼睛、咬嘴唇、皱鼻子，写作业时更明显！这些不是 “坏习惯”，是身体在帮他释放过剩精力，就像自带 “减压阀”，不动动浑身难受～​
	
二、这些「细节信号」别忽略！​
家长常说 “我家娃像装了马达”，其实静坐时更明显：​
✅ 舌头总舔牙齿、鼓腮帮、咧嘴，哪怕坐着不动，面部肌肉也在 “执勤”​
✅ 互动时突然 “放空”，眼神发直表情定格，这是注意力 “掉线” 了！课堂上超常见，不是故意走神哦～​
	
最后想跟家长说：​
A 娃的 “表情丰富” 从不是缺陷！​
奥运冠军菲尔普斯、乔布斯都是 ADHD，他们把 “多动” 变成了优势，秘诀就是早发现特质，用对引导方式💪​
	
ADHD 不是 “问题”，是大脑自带 “跑车模式”—— 普通车适合公路，跑车却需要专业赛道才能跑起来！而我们家长，就是帮娃建赛道的人呀❤️​
如果发现娃有这些表现，别焦虑别贴标签，及时找专业医生评估，科学引导 + 耐心陪伴，A 娃也能活出自己的精彩～
	
#上海 #注意力不集中 #专注力 #孩子注意力 #孩子注意力不集中 #注意力 #ADHD #提高专注力 #多动症",2025-09-11,17,5,2,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,17.0,5.0,2.0,心理咨询/心理科普账号,面向读者的科普/建议,症状共鸣/自我识别类,0
